"audit_id","when","who","entity","participant_id","detail"
"A0000883",2024-04-26 21:14:43.217311,"staff029","timeseries","P0023","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000884",2024-03-28 09:21:00.620052,"staff055","form","P0036","Updated form F148482278: status set to 'complete', accuracy re-scored."
"A0000885",2024-04-23 15:06:12.443819,"staff052","timeseries","P0031","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000886",2024-06-17 10:59:52.033142,"staff007","timeseries","P0098","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000887",2024-06-23 03:54:46.817712,"staff034","form","P0026","Updated form F566360661: status set to 'complete', accuracy re-scored."
"A0000888",2024-05-10 08:50:04.33867,"staff025","form","P0020","Updated form F773486169: status set to 'complete', accuracy re-scored."
"A0000889",2024-05-17 10:38:29.698838,"staff026","form","P0058","Updated form F797477080: status set to 'complete', accuracy re-scored."
"A0000890",2024-06-22 05:27:40.762453,"staff017","form","P0032","Updated form F430419343: status set to 'complete', accuracy re-scored."
"A0000891",2024-05-28 01:34:53.855309,"staff016","form","P0035","Updated form F811584010: status set to 'complete', accuracy re-scored."
"A0000892",2024-06-23 01:44:41.054378,"staff017","timeseries","P0005","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000893",2024-05-21 22:48:09.788389,"staff018","timeseries","P0001","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000894",2024-04-01 01:13:00.582047,"staff025","form","P0025","Updated form F753713135: status set to 'complete', accuracy re-scored."
"A0000895",2024-05-25 23:41:59.582498,"staff044","timeseries","P0019","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000896",2024-04-28 20:09:38.542614,"staff026","timeseries","P0059","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000897",2024-06-18 03:26:41.928037,"staff017","form","P0059","Updated form F632090128: status set to 'complete', accuracy re-scored."
"A0000898",2024-06-21 03:55:29.898387,"staff023","form","P0042","Updated form F870106384: status set to 'complete', accuracy re-scored."
"A0000899",2024-04-27 07:25:32.126552,"staff029","form","P0062","Updated form F807646001: status set to 'complete', accuracy re-scored."
"A0000900",2024-04-22 20:27:05.486362,"staff024","timeseries","P0098","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000901",2024-05-11 13:17:53.286796,"staff055","timeseries","P0001","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000902",2024-05-24 19:48:06.690921,"staff058","form","P0097","Updated form F357282046: status set to 'complete', accuracy re-scored."
"A0000903",2024-06-26 02:36:44.416072,"staff043","timeseries","P0037","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000904",2024-04-25 22:35:48.296857,"staff004","form","P0064","Updated form F778413880: status set to 'complete', accuracy re-scored."
"A0000905",2024-04-05 19:21:46.493175,"staff048","timeseries","P0062","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000906",2024-06-08 05:10:52.868986,"GradAnalyst1","form","P0037","Updated form F400555985: status set to 'complete', accuracy re-scored."
"A0000907",2024-06-17 05:45:04.26836,"staff008","timeseries","P0027","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000908",2024-05-13 17:27:55.406349,"GradAnalyst1","timeseries","P0073","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000909",2024-04-02 16:04:14.109424,"staff033","timeseries","P0082","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000910",2024-04-22 00:04:13.893989,"staff023","form","P0029","Updated form F461098322: status set to 'complete', accuracy re-scored."
"A0000911",2024-06-23 19:22:27.611761,"staff026","form","P0008","Updated form F498238067: status set to 'complete', accuracy re-scored."
"A0000912",2024-05-01 03:47:03.489064,"staff011","form","P0097","Updated form F222403622: status set to 'complete', accuracy re-scored."
"A0000913",2024-03-31 08:33:51.509507,"DataCoordinator","timeseries","P0059","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000914",2024-04-19 06:45:53.708714,"staff002","form","P0091","Updated form F605949907: status set to 'complete', accuracy re-scored."
"A0000915",2024-03-25 23:13:17.996503,"staff011","form","P0018","Updated form F107299552: status set to 'complete', accuracy re-scored."
"A0000916",2024-04-30 11:20:42.484778,"staff051","timeseries","P0096","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000917",2024-06-11 00:58:45.659788,"staff031","form","P0085","Updated form F359190828: status set to 'complete', accuracy re-scored."
"A0000918",2024-03-03 15:37:27.631502,"staff054","form","P0001","Updated form F621271116: status set to 'complete', accuracy re-scored."
"A0000919",2024-06-08 23:12:21.955769,"staff008","form","P0049","Updated form F526660237: status set to 'complete', accuracy re-scored."
"A0000920",2024-03-31 16:09:36.932698,"staff005","form","P0092","Updated form F343622516: status set to 'complete', accuracy re-scored."
"A0000921",2024-05-25 04:08:56.640179,"staff016","timeseries","P0041","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000922",2024-05-19 15:27:20.945166,"staff037","form","P0041","Updated form F332128043: status set to 'complete', accuracy re-scored."
"A0000923",2024-05-12 23:01:12.174489,"staff010","form","P0062","Updated form F388541333: status set to 'complete', accuracy re-scored."
"A0000924",2024-05-14 02:36:43.992981,"staff007","timeseries","P0078","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000925",2024-05-11 12:12:00.431954,"staff042","timeseries","P0065","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000926",2024-05-21 06:23:30.227126,"staff003","timeseries","P0040","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000927",2024-06-26 15:32:27.333205,"staff012","form","P0077","Updated form F260599883: status set to 'complete', accuracy re-scored."
"A0000928",2024-06-09 13:14:11.596105,"staff055","form","P0019","Updated form F765989090: status set to 'complete', accuracy re-scored."
"A0000929",2024-03-10 03:52:00.884997,"staff016","form","P0002","Updated form F331877855: status set to 'complete', accuracy re-scored."
"A0000930",2024-05-03 10:14:18.051592,"staff003","timeseries","P0038","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000931",2024-03-20 11:30:50.658828,"staff058","timeseries","P0032","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000932",2024-04-21 20:16:52.939614,"staff049","form","P0027","Updated form F466217301: status set to 'complete', accuracy re-scored."
"A0000933",2024-03-13 02:13:14.581836,"staff054","timeseries","P0050","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000934",2024-03-13 17:01:20.593354,"staff043","form","P0078","Updated form F595665015: status set to 'complete', accuracy re-scored."
"A0000935",2024-06-08 20:11:16.097989,"staff045","timeseries","P0053","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000936",2024-06-23 12:35:30.826879,"staff020","form","P0087","Updated form F599028253: status set to 'complete', accuracy re-scored."
"A0000937",2024-04-18 09:34:53.629897,"staff056","form","P0051","Updated form F267798241: status set to 'complete', accuracy re-scored."
"A0000938",2024-04-14 06:42:31.249141,"staff005","timeseries","P0065","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000939",2024-04-23 20:02:45.648454,"staff015","timeseries","P0011","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000940",2024-04-22 02:12:23.307924,"staff002","form","P0007","Updated form F166960586: status set to 'complete', accuracy re-scored."
"A0000941",2024-06-24 13:40:03.433192,"staff041","timeseries","P0039","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000942",2024-05-29 00:02:23.695593,"staff033","form","P0075","Updated form F200351449: status set to 'complete', accuracy re-scored."
"A0000943",2024-04-03 19:06:09.781941,"staff038","form","P0048","Updated form F277324387: status set to 'complete', accuracy re-scored."
"A0000944",2024-04-28 23:04:00.421897,"staff040","form","P0037","Updated form F712083828: status set to 'complete', accuracy re-scored."
"A0000945",2024-06-26 10:56:38.971546,"staff002","form","P0064","Updated form F863157274: status set to 'complete', accuracy re-scored."
"A0000946",2024-05-08 03:18:08.983244,"staff041","form","P0018","Updated form F201878503: status set to 'complete', accuracy re-scored."
"A0000947",2024-03-10 13:32:06.019084,"staff057","form","P0079","Updated form F471486871: status set to 'complete', accuracy re-scored."
"A0000948",2024-03-08 02:47:16.278856,"staff036","form","P0034","Updated form F320419540: status set to 'complete', accuracy re-scored."
"A0000949",2024-06-17 18:54:55.786804,"staff043","form","P0016","Updated form F761640058: status set to 'complete', accuracy re-scored."
"A0000950",2024-06-07 22:40:16.769189,"staff046","form","P0026","Updated form F812129390: status set to 'complete', accuracy re-scored."
"A0000951",2024-05-15 05:53:26.922001,"staff017","form","P0083","Updated form F287455687: status set to 'complete', accuracy re-scored."
"A0000952",2024-03-26 17:01:16.869214,"staff018","form","P0061","Updated form F690558158: status set to 'complete', accuracy re-scored."
"A0000953",2024-04-11 21:30:11.58886,"staff034","timeseries","P0023","Time series correction applied: interpolated missing HR, removed 5 outliers."
"A0000954",2024-03-18 00:08:41.561015,"staff034","form","P0010","Updated form F649025576: status set to 'complete', accuracy re-scored."
"A0000955",2024-04-21 19:24:09.596483,"staff038","form","P0004","Updated form F752037233: status set to 'complete', accuracy re-scored."
"A0000956",2024-06-01 20:21:16.54599,"staff025","timeseries","P0029","Time series correction applied: interpolated missing HR, removed 2 outliers."
"A0000957",2024-06-18 04:57:58.844619,"staff029","timeseries","P0025","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000958",2024-06-08 06:03:28.574259,"staff047","form","P0042","Updated form F308663527: status set to 'complete', accuracy re-scored."
"A0000959",2024-06-23 17:40:44.39562,"staff037","form","P0039","Updated form F540304953: status set to 'complete', accuracy re-scored."
"A0000960",2024-04-15 05:16:03.158673,"staff041","form","P0048","Updated form F421593047: status set to 'complete', accuracy re-scored."
"A0000961",2024-03-06 14:17:18.116491,"staff059","form","P0076","Updated form F775119819: status set to 'complete', accuracy re-scored."
"A0000962",2024-04-04 18:57:29.533385,"staff045","form","P0017","Updated form F601785378: status set to 'complete', accuracy re-scored."
"A0000963",2024-06-29 00:06:06.733289,"staff009","timeseries","P0096","Time series correction applied: interpolated missing HR, removed 1 outliers."
"A0000964",2024-04-23 21:24:14.206127,"GradAnalyst1","form","P0068","Updated form F292701781: status set to 'complete', accuracy re-scored."
"A0000965",2024-06-28 10:41:15.968063,"staff015","timeseries","P0056","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000966",2024-05-24 22:27:27.476721,"GradAnalyst2","form","P0079","Updated form F513701982: status set to 'complete', accuracy re-scored."
"A0000967",2024-04-06 00:04:39.523623,"staff005","form","P0008","Updated form F733897120: status set to 'complete', accuracy re-scored."
"A0000968",2024-06-18 00:59:46.374164,"staff008","form","P0019","Updated form F626655484: status set to 'complete', accuracy re-scored."
"A0000969",2024-04-26 23:04:45.216504,"staff052","timeseries","P0081","Time series correction applied: interpolated missing HR, removed 4 outliers."
"A0000970",2024-06-06 21:06:04.812237,"staff053","form","P0008","Updated form F462174481: status set to 'complete', accuracy re-scored."
"A0000971",2024-03-31 11:03:04.612423,"staff024","timeseries","P0051","Time series correction applied: interpolated missing HR, removed 3 outliers."
"A0000972",2024-06-24 00:19:08.152506,"staff035","form","P0052","Updated form F530678870: status set to 'complete', accuracy re-scored."
